LineId,Date,Time,Pid,Id,Content,EventId,EventTemplate,ParameterList
58,01-07,20:11:45.629,10156,REL,GCM_READ,3e9981ae,GCM_READ,[]
59,01-07,20:11:45.668,10156,ACQ,GOOGLE_C2DM (partial),01add6cf,<*> (partial),['GOOGLE_C2DM']
60,01-07,20:11:45.709,10156,REL,GCM_WORK,b44ae528,GCM_WORK,[]
61,01-07,20:11:45.742,10156,ACQ,GCM_WORK (partial),01add6cf,<*> (partial),['GCM_WORK']
62,01-07,20:11:45.750,10156,REL,GCM_WORK,b44ae528,GCM_WORK,[]
63,01-07,20:11:45.850,10316,ACQ,wake:com.google.firebase.iid.WakeLockHolder (partial),01add6cf,<*> (partial),['wake:com.google.firebase.iid.WakeLockHolder']
64,01-07,20:11:45.870,10316,REL,wake:com.google.firebase.iid.WakeLockHolder,4f0a434a,wake:com.google.firebase.iid.WakeLockHolder,[]
65,01-07,20:11:45.875,10156,REL,GOOGLE_C2DM,4fd4578c,GOOGLE_C2DM,[]
66,01-07,20:11:46.087,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
67,01-07,20:11:46.088,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
68,01-07,20:11:46.089,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
69,01-07,20:11:47.431,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
70,01-07,20:11:47.457,1000,REL,NetworkStats,bd108789,NetworkStats,[]
71,01-07,20:11:49.089,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
72,01-07,20:11:49.096,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
73,01-07,20:11:49.097,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
74,01-07,20:11:50.713,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
75,01-07,20:11:50.763,1000,REL,NetworkStats,bd108789,NetworkStats,[]
76,01-07,20:11:52.862,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
77,01-07,20:11:52.913,1000,REL,NetworkStats,bd108789,NetworkStats,[]
78,01-07,20:11:53.023,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
79,01-07,20:11:53.066,1000,REL,*alarm*,14e9711f,*alarm*,[]
80,01-07,20:12:00.002,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
81,01-07,20:12:00.005,1000,REL,*alarm*,14e9711f,*alarm*,[]
82,01-07,20:12:00.441,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
83,01-07,20:12:00.500,1000,REL,NetworkStats,bd108789,NetworkStats,[]
84,01-07,20:12:08.427,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
85,01-07,20:12:08.479,1000,REL,NetworkStats,bd108789,NetworkStats,[]
86,01-07,20:12:16.734,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
87,01-07,20:12:16.764,1000,REL,NetworkStats,bd108789,NetworkStats,[]
88,01-07,20:12:30.448,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
89,01-07,20:12:30.496,1000,REL,NetworkStats,bd108789,NetworkStats,[]
90,01-07,20:12:42.551,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
91,01-07,20:12:42.599,1000,REL,NetworkStats,bd108789,NetworkStats,[]
92,01-07,20:12:56.485,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
93,01-07,20:12:56.522,1000,REL,NetworkStats,bd108789,NetworkStats,[]
94,01-07,20:13:00.005,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
95,01-07,20:13:00.008,1000,REL,*alarm*,14e9711f,*alarm*,[]
96,01-07,20:13:02.535,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
97,01-07,20:13:02.537,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
98,01-07,20:13:02.537,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
99,01-07,20:13:02.555,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
100,01-07,20:13:02.555,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
101,01-07,20:13:02.558,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
102,01-07,20:13:12.506,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
103,01-07,20:13:12.551,1000,REL,NetworkStats,bd108789,NetworkStats,[]
104,01-07,20:13:28.552,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
105,01-07,20:13:28.600,1000,REL,NetworkStats,bd108789,NetworkStats,[]
106,01-07,20:13:42.558,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
107,01-07,20:13:42.605,1000,REL,NetworkStats,bd108789,NetworkStats,[]
108,01-07,20:13:45.731,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
109,01-07,20:13:45.732,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
110,01-07,20:13:45.734,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
111,01-07,20:13:48.732,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
112,01-07,20:13:48.740,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
113,01-07,20:13:48.742,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
114,01-07,20:13:50.621,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
115,01-07,20:13:50.670,1000,REL,NetworkStats,bd108789,NetworkStats,[]
116,01-07,20:14:00.003,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
117,01-07,20:14:00.005,1000,REL,*alarm*,14e9711f,*alarm*,[]
118,01-07,20:14:06.809,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
119,01-07,20:14:06.841,1000,REL,NetworkStats,bd108789,NetworkStats,[]
120,01-07,20:14:23.081,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
121,01-07,20:14:23.082,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
122,01-07,20:14:23.083,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
123,01-07,20:14:25.586,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
124,01-07,20:14:25.641,1000,REL,NetworkStats,bd108789,NetworkStats,[]
125,01-07,20:14:26.081,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
126,01-07,20:14:26.082,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
127,01-07,20:14:26.083,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
128,01-07,20:14:27.521,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
129,01-07,20:14:27.523,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
130,01-07,20:14:27.524,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
131,01-07,20:14:30.524,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
132,01-07,20:14:30.530,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
133,01-07,20:14:30.532,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
134,01-07,20:14:31.195,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
135,01-07,20:14:31.240,1000,REL,NetworkStats,bd108789,NetworkStats,[]
136,01-07,20:14:39.168,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
137,01-07,20:14:39.214,1000,REL,NetworkStats,bd108789,NetworkStats,[]
138,01-07,20:14:47.198,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
139,01-07,20:14:47.239,1000,REL,NetworkStats,bd108789,NetworkStats,[]
140,01-07,20:14:59.091,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
141,01-07,20:14:59.137,1000,REL,NetworkStats,bd108789,NetworkStats,[]
142,01-07,20:15:00.009,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
143,01-07,20:15:00.011,1000,REL,*alarm*,14e9711f,*alarm*,[]
144,01-07,20:15:08.838,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
145,01-07,20:15:08.879,1000,REL,NetworkStats,bd108789,NetworkStats,[]
146,01-07,20:15:18.817,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
147,01-07,20:15:18.853,1000,REL,NetworkStats,bd108789,NetworkStats,[]
148,01-07,20:15:22.732,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
149,01-07,20:15:22.734,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
150,01-07,20:15:22.734,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
151,01-07,20:15:22.752,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
152,01-07,20:15:22.753,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
153,01-07,20:15:22.755,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
154,01-07,20:15:35.755,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
155,01-07,20:15:35.788,10156,ACQ,GCM_WORK (partial),01add6cf,<*> (partial),['GCM_WORK']
156,01-07,20:15:35.791,1000,REL,*alarm*,14e9711f,*alarm*,[]
157,01-07,20:15:35.794,10156,ACQ,GCM_HB_ALARM (partial),01add6cf,<*> (partial),['GCM_HB_ALARM']
158,01-07,20:15:35.804,10156,REL,GCM_HB_ALARM,f7464522,GCM_HB_ALARM,[]
159,01-07,20:15:35.805,10156,REL,GCM_WORK,b44ae528,GCM_WORK,[]
160,01-07,20:15:36.091,10156,ACQ,GCM_READ (partial),01add6cf,<*> (partial),['GCM_READ']
161,01-07,20:15:36.094,10156,ACQ,GCM_WORK (partial),01add6cf,<*> (partial),['GCM_WORK']
162,01-07,20:15:36.096,10156,REL,GCM_READ,3e9981ae,GCM_READ,[]
163,01-07,20:15:36.128,10156,REL,GCM_WORK,b44ae528,GCM_WORK,[]
164,01-07,20:15:38.176,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
165,01-07,20:15:38.179,1000,REL,*alarm*,14e9711f,*alarm*,[]
166,01-07,20:15:38.236,1000,ACQ,*job*/c.f.s/c.f.a.l.LollipopUploadService (partial),01add6cf,<*> (partial),['*job*/c.f.s/c.f.a.l.LollipopUploadService']
167,01-07,20:15:38.265,1000,REL,*job*/c.f.s/c.f.a.l.LollipopUploadService,291f8b0d,*job*/c.f.s/c.f.a.l.LollipopUploadService,[]
168,01-07,20:16:00.004,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
169,01-07,20:16:00.005,1000,REL,*alarm*,14e9711f,*alarm*,[]
170,01-07,20:16:12.972,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
171,01-07,20:16:12.974,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
172,01-07,20:16:12.974,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
173,01-07,20:16:12.991,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
174,01-07,20:16:12.991,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
175,01-07,20:16:12.993,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
176,01-07,20:16:27.190,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
177,01-07,20:16:27.191,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
178,01-07,20:16:27.192,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
179,01-07,20:16:28.303,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
180,01-07,20:16:28.326,1000,REL,NetworkStats,bd108789,NetworkStats,[]
181,01-07,20:16:30.193,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
182,01-07,20:16:30.194,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
183,01-07,20:16:30.198,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
184,01-07,20:16:30.675,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
185,01-07,20:16:30.679,1000,REL,*alarm*,14e9711f,*alarm*,[]
186,01-07,20:16:31.047,1000,ACQ,*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob (partial),01add6cf,<*> (partial),['*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob']
187,01-07,20:16:31.404,1000,ACQ,*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService (partial),01add6cf,<*> (partial),['*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService']
188,01-07,20:16:31.605,10148,ACQ,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork() (partial),67af68c3,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork() (partial),[]
189,01-07,20:16:31.644,10148,ACQ,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork() (partial),67af68c3,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork() (partial),[]
190,01-07,20:16:31.657,1000,REL,*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob,a0420945,*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob,[]
191,01-07,20:16:31.726,10148,REL,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork(),385a3e89,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork(),[]
192,01-07,20:16:31.738,1000,REL,*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService,16501530,*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService,[]
193,01-07,20:16:31.897,10148,REL,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork(),385a3e89,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork(),[]
194,01-07,20:16:32.303,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
195,01-07,20:16:32.304,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
196,01-07,20:16:32.304,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
197,01-07,20:16:33.427,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
198,01-07,20:16:33.480,1000,REL,NetworkStats,bd108789,NetworkStats,[]
199,01-07,20:16:35.304,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
200,01-07,20:16:35.305,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
201,01-07,20:16:35.308,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
202,01-07,20:16:36.858,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
203,01-07,20:16:36.903,1000,REL,NetworkStats,bd108789,NetworkStats,[]
204,01-07,20:16:46.470,10148,ACQ,bugle_datamodel_executor_wakelock (partial),01add6cf,<*> (partial),['bugle_datamodel_executor_wakelock']
205,01-07,20:16:46.496,10148,REL,bugle_datamodel_executor_wakelock,8862b859,bugle_datamodel_executor_wakelock,[]
206,01-07,20:16:50.719,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
207,01-07,20:16:50.763,1000,REL,NetworkStats,bd108789,NetworkStats,[]
208,01-07,20:16:52.477,10148,ACQ,bugle_datamodel_executor_wakelock (partial),01add6cf,<*> (partial),['bugle_datamodel_executor_wakelock']
209,01-07,20:16:52.573,10148,REL,bugle_datamodel_executor_wakelock,8862b859,bugle_datamodel_executor_wakelock,[]
210,01-07,20:16:52.840,10148,ACQ,bugle_datamodel_executor_wakelock (partial),01add6cf,<*> (partial),['bugle_datamodel_executor_wakelock']
211,01-07,20:16:52.855,10148,REL,bugle_datamodel_executor_wakelock,8862b859,bugle_datamodel_executor_wakelock,[]
212,01-07,20:17:00.005,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
213,01-07,20:17:00.010,1000,REL,*alarm*,14e9711f,*alarm*,[]
214,01-07,20:17:02.840,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
215,01-07,20:17:02.883,1000,REL,NetworkStats,bd108789,NetworkStats,[]
216,01-07,20:17:08.734,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
217,01-07,20:17:08.735,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
218,01-07,20:17:08.735,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
219,01-07,20:17:09.731,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
220,01-07,20:17:09.745,1000,REL,*alarm*,14e9711f,*alarm*,[]
221,01-07,20:17:09.960,10156,ACQ,GCM_WORK (partial),01add6cf,<*> (partial),['GCM_WORK']
222,01-07,20:17:10.006,1000,ACQ,*job*/c.m.c/.w.WfcJobIntentService (partial),01add6cf,<*> (partial),['*job*/c.m.c/.w.WfcJobIntentService']
223,01-07,20:17:10.006,10156,REL,GCM_WORK,b44ae528,GCM_WORK,[]
224,01-07,20:17:10.010,1000,REL,*job*/c.m.c/.w.WfcJobIntentService,08ce5bbd,*job*/c.m.c/.w.WfcJobIntentService,[]
225,01-07,20:17:10.951,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
226,01-07,20:17:10.970,1000,REL,NetworkStats,bd108789,NetworkStats,[]
227,01-07,20:17:11.737,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
228,01-07,20:17:11.740,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
229,01-07,20:17:11.743,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
230,01-07,20:17:12.918,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
231,01-07,20:17:12.935,1000,REL,NetworkStats,bd108789,NetworkStats,[]
232,01-07,20:17:14.156,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
233,01-07,20:17:14.156,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
234,01-07,20:17:14.157,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
235,01-07,20:17:15.569,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
236,01-07,20:17:15.590,1000,REL,NetworkStats,bd108789,NetworkStats,[]
237,01-07,20:17:17.157,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
238,01-07,20:17:17.158,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
239,01-07,20:17:17.165,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
240,01-07,20:17:17.540,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
241,01-07,20:17:17.541,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
242,01-07,20:17:17.543,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
243,01-07,20:17:18.196,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
244,01-07,20:17:18.218,1000,REL,NetworkStats,bd108789,NetworkStats,[]
245,01-07,20:17:20.542,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
246,01-07,20:17:20.545,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
247,01-07,20:17:20.546,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
248,01-07,20:17:20.777,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
249,01-07,20:17:20.779,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
250,01-07,20:17:20.781,1041,ACQ,AudioMix (partial),01add6cf,<*> (partial),['AudioMix']
251,01-07,20:17:22.291,1000,ACQ,NetworkStats (partial),01add6cf,<*> (partial),['NetworkStats']
252,01-07,20:17:22.316,1000,REL,NetworkStats,bd108789,NetworkStats,[]
253,01-07,20:17:23.171,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
254,01-07,20:17:23.172,1000,REL,*alarm*,14e9711f,*alarm*,[]
255,01-07,20:17:23.251,1000,ACQ,*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob (partial),01add6cf,<*> (partial),['*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob']
256,01-07,20:17:23.265,1000,REL,*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob,cea64521,*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob,[]
257,01-07,20:17:23.779,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
258,01-07,20:17:23.781,1041,REL,AudioMix,5f42c2b8,AudioMix,[]
